x,y,cluster_id
242578,13469,19
383138,414652,5
67768,993126,46
484308,765337,75
31833,30935,97
932640,887879,55
591329,478778,30
833354,186335,79
735652,115053,3
698658,355604,21
638300,908210,15
294000,264971,4
377493,541620,23
9281,999465,46
12901,842497,73
852470,467010,65
53607,976747,46
196754,856972,69
144213,800662,28
729397,985790,31
183405,499760,84
469862,970991,56
450770,95791,63
974081,390235,94
680670,26669,11
231241,468739,52
97960,415410,61
796294,316402,12
778534,828493,50
487140,369048,91
602845,24264,35
811111,355792,93
806109,274877,12
859817,951019,7
777276,680837,80
835185,961129,7
705424,73751,11
536857,957185,9
418065,418776,5
381617,836927,1
240062,726211,20
431612,116690,83
223913,309587,4
244801,377033,2
807539,314736,12
775229,283334,12
996348,632867,66
600910,509480,30
834128,199442,79
35980,730005,6
197911,293197,25
770346,214750,79
309220,60662,26
557590,416916,57
115944,685545,47
959950,893088,55
136133,997800,70
27973,148064,22
522975,641339,89
989146,578132,86
680530,674978,74
362046,914709,58
530369,917610,9
283108,208988,4
471815,806578,71
161689,514298,84
813117,64168,62
479624,43309,63
902915,294501,8
685730,66033,11
821219,242774,79
310257,492554,33
356179,307990,87
396981,70916,63
886516,684032,80
528226,902819,9
686503,63316,11
152140,23765,17
418942,174793,83
752751,490316,53
747743,329274,42
117577,118127,22
374985,376969,87
728744,14480,27
382012,490499,5
827576,79664,32
923967,118042,64
938251,195973,88
726117,857863,95
103637,838910,73
565110,810400,82
406969,934977,58
160874,816054,28
431739,248100,29
830522,596218,92
645779,608168,45
495466,304382,91
755627,828610,50
455550,438144,37
897430,118944,64
98993,780745,73
997533,539816,86
698849,561277,49
384785,92576,41
929386,192648,88
841254,969376,7
318446,127999,41
288386,909935,18
279052,41813,26
755507,809000,50
866244,973541,7
313587,467795,33
243042,823442,38
599615,743697,82
327666,83176,41
951140,823081,55
527120,310801,91
646964,528517,30
786098,952490,7
515310,819254,71
207082,441170,52
757169,750570,50
841330,249551,79
217528,1761,19
607765,712493,82
871078,223776,79
14974,680695,6
452619,175360,83
288399,131390,48
272306,650010,16
719640,990750,31
535380,148002,10
469616,838895,71
313226,398227,2
5279,739131,6
580105,833601,15
347811,666053,77
354997,440055,5
14917,711650,6
706767,635577,74
146365,957588,70
183773,679719,47
48126,868372,73
730391,687771,74
373259,371670,87
663645,885499,31
586741,364693,57
406085,74556,63
75646,387667,61
531298,530090,81
229012,19601,19
439383,726733,68
208291,749221,20
166750,575130,84
211249,463602,52
769233,500985,53
67848,329471,98
430095,618497,72
83209,503956,59
994746,709053,66
62870,660778,60
710643,782564,95
561766,616936,89
851959,876326,7
416611,994392,56
751597,103922,32
622708,854272,15
763144,172256,3
113940,992884,70
414314,380142,87
62500,450930,59
789565,228458,79
697292,386877,21
247648,231501,4
849283,902588,7
803927,613533,92
663457,738469,74
452902,931007,56
436138,171789,83
273068,465220,33
955457,369525,94
607397,533230,45
999677,575269,86
555215,505000,81
540809,380896,57
724384,729940,74
104473,885740,69
639572,287519,96
332946,834822,1
860169,869593,7
256492,871667,18
117700,192914,22
305697,859094,18
796018,674653,80
900226,112347,64
221747,915444,44
880066,285789,8
257319,771158,38
861762,644236,92
684291,882927,31
369671,66247,26
417820,301777,29
980466,702029,66
7364,783108,73
703318,672688,74
870522,869668,7
524434,177186,10
980344,642136,66
393063,217912,99
447246,868568,71
31640,773725,73
9819,42467,97
744825,278843,42
523351,969780,9
102327,819686,73
470454,926986,56
854907,426604,76
934752,387852,94
632230,906357,15
147351,540271,84
343122,859703,1
37949,811880,73
271485,855588,18
870383,540877,65
534808,524330,81
423039,21274,63
554457,763045,75
498689,467937,37
617602,46054,35
32396,486973,59
571333,395104,57
522923,772502,75
453133,808894,71
94785,52884,17
826935,303685,12
42690,506413,59
285958,109358,41
982686,19644,43
173411,524345,84
675854,86444,11
873180,538256,65
478759,506532,81
299840,413003,2
344194,871591,1
838942,102171,32
196498,555389,84
424329,714240,68
233338,727393,20
302701,508484,33
92123,325340,98
998452,999447,0
711751,399947,21
915277,68584,90
703078,646216,74
966967,821532,55
497813,752719,75
952957,363209,94
467852,199519,10
319607,637251,77
293620,877284,18
523256,367777,91
237859,699470,20
999000,202858,88
442180,722977,68
