x,y,cluster_id
242578,13469,2
383138,414652,1
67768,993126,3
484308,765337,7
31833,30935,2
932640,887879,5
591329,478778,1
833354,186335,8
735652,115053,8
698658,355604,9
638300,908210,7
294000,264971,2
377493,541620,1
9281,999465,3
12901,842497,3
852470,467010,9
53607,976747,3
196754,856972,3
144213,800662,3
729397,985790,7
183405,499760,4
469862,970991,6
450770,95791,0
974081,390235,9
680670,26669,8
231241,468739,4
97960,415410,4
796294,316402,9
778534,828493,5
487140,369048,1
602845,24264,0
811111,355792,9
806109,274877,8
859817,951019,5
777276,680837,5
835185,961129,5
705424,73751,8
536857,957185,7
418065,418776,1
381617,836927,6
240062,726211,6
431612,116690,0
223913,309587,2
244801,377033,4
807539,314736,9
775229,283334,8
996348,632867,5
600910,509480,1
834128,199442,8
35980,730005,3
197911,293197,2
770346,214750,8
309220,60662,2
557590,416916,1
115944,685545,3
959950,893088,5
136133,997800,3
27973,148064,2
522975,641339,1
989146,578132,9
680530,674978,7
362046,914709,6
530369,917610,7
283108,208988,2
471815,806578,6
161689,514298,4
813117,64168,8
479624,43309,0
902915,294501,8
685730,66033,8
821219,242774,8
310257,492554,4
356179,307990,0
396981,70916,0
886516,684032,5
528226,902819,7
686503,63316,8
152140,23765,2
418942,174793,0
752751,490316,9
747743,329274,9
117577,118127,2
374985,376969,1
728744,14480,8
382012,490499,1
827576,79664,8
923967,118042,8
938251,195973,8
726117,857863,7
103637,838910,3
565110,810400,7
406969,934977,6
160874,816054,3
431739,248100,0
830522,596218,9
645779,608168,1
495466,304382,0
755627,828610,5
455550,438144,1
897430,118944,8
98993,780745,3
997533,539816,9
698849,561277,9
384785,92576,0
929386,192648,8
841254,969376,5
318446,127999,2
288386,909935,6
279052,41813,2
755507,809000,5
866244,973541,5
313587,467795,4
243042,823442,6
599615,743697,7
327666,83176,2
951140,823081,5
527120,310801,0
646964,528517,1
786098,952490,5
515310,819254,7
207082,441170,4
757169,750570,5
841330,249551,8
217528,1761,2
607765,712493,7
871078,223776,8
14974,680695,3
452619,175360,0
288399,131390,2
272306,650010,6
719640,990750,7
535380,148002,0
469616,838895,6
