x,y,cluster_id
242578,13469,1
383138,414652,4
67768,993126,3
484308,765337,9
31833,30935,1
932640,887879,0
591329,478778,4
833354,186335,8
735652,115053,8
698658,355604,7
638300,908210,0
294000,264971,1
377493,541620,4
9281,999465,3
12901,842497,3
852470,467010,7
53607,976747,3
196754,856972,3
144213,800662,3
729397,985790,0
183405,499760,6
469862,970991,9
450770,95791,2
974081,390235,7
680670,26669,8
231241,468739,6
97960,415410,6
796294,316402,7
778534,828493,0
487140,369048,4
602845,24264,2
811111,355792,7
806109,274877,7
859817,951019,0
777276,680837,5
835185,961129,0
705424,73751,8
536857,957185,9
418065,418776,4
381617,836927,9
240062,726211,3
431612,116690,2
223913,309587,6
244801,377033,6
807539,314736,7
775229,283334,7
996348,632867,5
600910,509480,4
834128,199442,8
35980,730005,3
197911,293197,6
770346,214750,8
309220,60662,1
557590,416916,4
115944,685545,3
959950,893088,0
136133,997800,3
27973,148064,1
522975,641339,4
989146,578132,5
680530,674978,5
362046,914709,9
530369,917610,9
283108,208988,1
471815,806578,9
161689,514298,6
813117,64168,8
479624,43309,2
902915,294501,7
685730,66033,8
821219,242774,7
310257,492554,6
356179,307990,2
396981,70916,2
886516,684032,5
528226,902819,9
686503,63316,8
152140,23765,1
418942,174793,2
752751,490316,5
747743,329274,7
117577,118127,1
374985,376969,4
728744,14480,8
382012,490499,4
827576,79664,8
923967,118042,8
938251,195973,8
726117,857863,0
103637,838910,3
565110,810400,9
406969,934977,9
160874,816054,3
431739,248100,2
830522,596218,5
645779,608168,5
495466,304382,2
755627,828610,0
455550,438144,4
897430,118944,8
98993,780745,3
997533,539816,5
698849,561277,5
384785,92576,2
929386,192648,8
841254,969376,0
318446,127999,2
288386,909935,3
279052,41813,1
755507,809000,0
866244,973541,0
313587,467795,6
243042,823442,3
599615,743697,9
327666,83176,2
951140,823081,0
527120,310801,2
646964,528517,4
786098,952490,0
515310,819254,9
207082,441170,6
757169,750570,0
841330,249551,7
217528,1761,1
607765,712493,9
871078,223776,8
14974,680695,3
452619,175360,2
288399,131390,1
272306,650010,3
719640,990750,0
535380,148002,2
469616,838895,9
313226,398227,6
5279,739131,3
580105,833601,9
347811,666053,9
354997,440055,4
14917,711650,3
706767,635577,5
146365,957588,3
183773,679719,3
48126,868372,3
730391,687771,5
373259,371670,4
663645,885499,0
586741,364693,4
406085,74556,2
75646,387667,6
531298,530090,4
229012,19601,1
439383,726733,9
208291,749221,3
166750,575130,6
211249,463602,6
769233,500985,5
67848,329471,6
430095,618497,4
83209,503956,6
994746,709053,5
62870,660778,3
710643,782564,0
561766,616936,4
851959,876326,0
416611,994392,9
751597,103922,8
622708,854272,0
763144,172256,8
113940,992884,3
414314,380142,4
62500,450930,6
789565,228458,8
697292,386877,7
247648,231501,1
849283,902588,0
803927,613533,5
663457,738469,0
452902,931007,9
436138,171789,2
273068,465220,6
955457,369525,7
607397,533230,4
999677,575269,5
555215,505000,4
540809,380896,4
724384,729940,0
104473,885740,3
639572,287519,7
332946,834822,9
860169,869593,0
256492,871667,3
117700,192914,1
305697,859094,9
796018,674653,5
900226,112347,8
221747,915444,3
880066,285789,7
257319,771158,3
861762,644236,5
684291,882927,0
369671,66247,2
417820,301777,2
980466,702029,5
7364,783108,3
703318,672688,5
870522,869668,0
524434,177186,2
980344,642136,5
393063,217912,2
447246,868568,9
31640,773725,3
9819,42467,1
744825,278843,7
523351,969780,9
102327,819686,3
470454,926986,9
854907,426604,7
934752,387852,7
632230,906357,0
147351,540271,6
343122,859703,9
37949,811880,3
271485,855588,3
870383,540877,5
534808,524330,4
423039,21274,2
554457,763045,9
498689,467937,4
617602,46054,2
32396,486973,6
571333,395104,4
522923,772502,9
453133,808894,9
94785,52884,1
826935,303685,7
42690,506413,6
285958,109358,1
982686,19644,8
173411,524345,6
675854,86444,8
873180,538256,5
478759,506532,4
299840,413003,6
344194,871591,9
838942,102171,8
196498,555389,6
424329,714240,9
233338,727393,3
302701,508484,6
92123,325340,6
998452,999447,0
711751,399947,7
915277,68584,8
703078,646216,5
966967,821532,0
497813,752719,9
952957,363209,7
467852,199519,2
319607,637251,4
293620,877284,9
523256,367777,4
237859,699470,3
999000,202858,8
442180,722977,9
79262,168652,1
539282,715609,9
251904,750679,3
674102,637241,5
116274,231005,1
506655,355788,4
732259,84308,8
967997,128374,8
585623,581955,4
922186,193661,8
864539,311585,7
811253,744298,0
429059,196341,2
917628,585903,5
274474,86126,1
521532,393337,4
826258,922274,0
661199,778269,0
376760,214791,2
994520,904005,0
626417,198418,2
813554,408777,7
327680,324291,6
367317,511847,4
620384,803852,0
341576,879053,9
250295,716161,3
534048,751257,9
386673,821553,9
854750,796623,0
844887,19776,8
383249,271130,2
883418,620394,5
964801,416189,7
902504,390258,7
74399,429715,6
223790,239575,1
552139,814155,9
516846,642578,4
822119,358702,7
709654,167894,8
807477,278000,7
359047,513118,4
989323,555229,5
734375,650304,5
661679,842450,0
72134,360306,6
669352,806694,0
106581,312340,6
513709,915202,9
801957,495907,5
725267,570966,5
239062,924139,3
4986,808315,3
353592,834880,9
839796,454535,7
374671,108680,2
592807,314266,2
880309,355704,7
327136,184438,2
855266,459639,7
154120,306519,6
672925,858988,0
25724,353126,6
998767,287106,7
403714,223334,2
576057,802292,9
127505,976868,3
225842,738540,3
646862,809815,0
561670,1315,2
111739,2849,1
893928,255271,7
349886,542663,4
542610,659326,4
304556,687893,9
434005,323590,2
589821,134435,2
462490,70127,2
629891,585425,4
253674,504712,6
696317,16186,8
52367,132880,1
315584,25240,1
210313,743236,3
574919,671006,4
608211,212948,2
31110,873539,3
579454,892040,9
521551,712622,9
41863,596998,6
751981,550487,5
35726,446954,6
959509,480178,7
357800,549171,4
923869,471037,7
731501,345154,7
16405,722120,3
675589,628740,5
237498,636867,6
829868,607283,5
621287,975722,0
973083,621237,5
132736,906385,3
616378,468377,4
14476,303459,6
245720,816957,3
608290,539205,4
424689,751438,9
430810,628092,4
345266,893285,9
456783,165931,2
810127,812538,0
334136,834506,9
549359,88853,2
352562,523797,4
458504,87214,2
817071,518386,5
520241,704018,9
443985,70005,2
588148,7255,2
937220,858295,0
379421,943657,9
52889,905543,3
469229,342547,4
188338,400091,6
335425,498812,4
536861,26511,2
579792,570720,4
104485,89116,1
780534,447421,7
815274,324253,7
733585,370990,7
235025,68069,1
47294,877899,3
859542,324578,7
186882,928701,3
689450,600241,5
266814,354545,6
842451,76321,8
733023,918199,0
184514,137053,1
455505,682579,9
107825,225534,1
556607,898878,9
458725,805522,9
420218,606961,4
197918,418513,6
953410,967169,0
215132,729668,3
532081,695311,9
97791,579595,6
262600,528353,6
31083,414922,6
596607,175765,2
82470,85277,1
252503,829532,3
958437,460401,7
966716,608715,5
679522,741861,0
466695,750819,9
22240,788280,3
625487,571436,4
128128,461503,6
481417,186445,2
589343,103250,2
330431,556650,4
624015,829410,0
905440,730891,5
89809,423409,6
243339,806022,3
817059,316019,7
347653,17202,2
127524,307548,6
960467,574613,5
532236,291130,2
25211,730439,3
503756,634589,4
538167,985049,9
730439,490467,5
283424,520330,6
197125,91670,1
697768,401666,7
808041,751828,0
983132,511241,5
432666,828883,9
48384,205276,1
80313,821012,3
757363,8609,8
707157,189128,8
680946,675023,5
127441,915777,3
464064,524562,4
320625,760533,9
294147,739293,9
312291,675442,9
165789,427107,6
397577,92002,2
290437,384309,6
82044,925550,3
721616,213077,8
186101,803504,3
504920,205865,2
980372,124577,8
776937,996788,0
17328,239384,1
332762,745003,9
267561,910812,3
19009,497406,6
906774,166610,8
230936,355255,6
779472,588468,5
394199,317563,2
290800,475775,6
362539,193552,2
44196,805903,3
813759,851464,0
564542,260234,2
763298,762542,0
44144,930766,3
389826,819942,9
765440,760514,0
966042,280601,7
70368,685962,3
964895,1139,8
146132,46477,1
147215,254032,1
524450,432983,4
161411,846487,3
913975,182299,8
909292,474804,7
46046,897454,3
512430,424367,4
349529,550215,4
478212,309860,2
823446,666155,5
