x,y,cluster_id
242578,13469,4
383138,414652,3
67768,993126,8
484308,765337,2
31833,30935,4
932640,887879,6
591329,478778,1
833354,186335,0
735652,115053,0
698658,355604,1
638300,908210,2
294000,264971,4
377493,541620,3
9281,999465,8
12901,842497,8
852470,467010,5
53607,976747,8
196754,856972,8
144213,800662,8
729397,985790,6
183405,499760,9
469862,970991,2
450770,95791,7
974081,390235,5
680670,26669,0
231241,468739,9
97960,415410,9
796294,316402,0
778534,828493,6
487140,369048,7
602845,24264,7
811111,355792,5
806109,274877,0
859817,951019,6
777276,680837,6
835185,961129,6
705424,73751,0
536857,957185,2
418065,418776,3
381617,836927,2
240062,726211,8
431612,116690,7
223913,309587,4
244801,377033,9
807539,314736,0
775229,283334,0
996348,632867,5
600910,509480,1
834128,199442,0
35980,730005,8
197911,293197,4
770346,214750,0
309220,60662,4
557590,416916,1
115944,685545,8
959950,893088,6
136133,997800,8
27973,148064,4
522975,641339,3
989146,578132,5
680530,674978,1
362046,914709,2
530369,917610,2
283108,208988,4
471815,806578,2
161689,514298,9
813117,64168,0
479624,43309,7
902915,294501,0
685730,66033,0
821219,242774,0
310257,492554,3
356179,307990,7
396981,70916,7
886516,684032,6
528226,902819,2
686503,63316,0
152140,23765,4
418942,174793,7
752751,490316,1
747743,329274,0
117577,118127,4
374985,376969,3
728744,14480,0
382012,490499,3
827576,79664,0
923967,118042,0
938251,195973,0
726117,857863,6
103637,838910,8
565110,810400,2
406969,934977,2
160874,816054,8
431739,248100,7
830522,596218,5
645779,608168,1
495466,304382,7
755627,828610,6
455550,438144,3
897430,118944,0
98993,780745,8
997533,539816,5
698849,561277,1
384785,92576,7
929386,192648,0
841254,969376,6
318446,127999,4
288386,909935,8
279052,41813,4
755507,809000,6
866244,973541,6
313587,467795,3
243042,823442,8
599615,743697,2
327666,83176,4
951140,823081,6
527120,310801,7
646964,528517,1
786098,952490,6
515310,819254,2
207082,441170,9
757169,750570,6
841330,249551,0
217528,1761,4
607765,712493,2
871078,223776,0
14974,680695,8
452619,175360,7
288399,131390,4
272306,650010,3
719640,990750,6
535380,148002,7
469616,838895,2
313226,398227,3
5279,739131,8
580105,833601,2
347811,666053,3
354997,440055,3
14917,711650,8
706767,635577,1
146365,957588,8
183773,679719,8
48126,868372,8
730391,687771,6
373259,371670,3
663645,885499,2
586741,364693,1
406085,74556,7
75646,387667,9
531298,530090,1
229012,19601,4
439383,726733,2
208291,749221,8
166750,575130,9
211249,463602,9
769233,500985,5
67848,329471,9
430095,618497,3
83209,503956,9
994746,709053,6
62870,660778,8
710643,782564,6
561766,616936,1
851959,876326,6
416611,994392,2
751597,103922,0
622708,854272,2
763144,172256,0
113940,992884,8
414314,380142,3
62500,450930,9
789565,228458,0
697292,386877,1
247648,231501,4
849283,902588,6
803927,613533,5
663457,738469,2
452902,931007,2
436138,171789,7
273068,465220,3
955457,369525,5
607397,533230,1
999677,575269,5
555215,505000,1
540809,380896,1
724384,729940,6
104473,885740,8
639572,287519,7
332946,834822,8
860169,869593,6
256492,871667,8
117700,192914,4
305697,859094,8
796018,674653,6
900226,112347,0
221747,915444,8
880066,285789,0
257319,771158,8
861762,644236,5
684291,882927,6
369671,66247,7
417820,301777,7
980466,702029,6
7364,783108,8
703318,672688,1
870522,869668,6
524434,177186,7
980344,642136,5
393063,217912,7
447246,868568,2
31640,773725,8
9819,42467,4
744825,278843,0
523351,969780,2
102327,819686,8
470454,926986,2
854907,426604,5
934752,387852,5
632230,906357,2
147351,540271,9
343122,859703,8
37949,811880,8
271485,855588,8
870383,540877,5
534808,524330,1
423039,21274,7
554457,763045,2
498689,467937,1
617602,46054,7
32396,486973,9
571333,395104,1
522923,772502,2
453133,808894,2
94785,52884,4
826935,303685,0
42690,506413,9
285958,109358,4
982686,19644,0
173411,524345,9
675854,86444,0
873180,538256,5
478759,506532,3
299840,413003,3
344194,871591,8
838942,102171,0
196498,555389,9
424329,714240,3
233338,727393,8
302701,508484,3
92123,325340,9
998452,999447,6
711751,399947,1
915277,68584,0
703078,646216,1
966967,821532,6
497813,752719,2
952957,363209,5
467852,199519,7
319607,637251,3
293620,877284,8
523256,367777,1
237859,699470,8
999000,202858,0
442180,722977,2
79262,168652,4
539282,715609,2
251904,750679,8
674102,637241,1
116274,231005,4
506655,355788,7
732259,84308,0
967997,128374,0
585623,581955,1
922186,193661,0
864539,311585,0
811253,744298,6
429059,196341,7
917628,585903,5
274474,86126,4
521532,393337,1
826258,922274,6
661199,778269,2
376760,214791,7
994520,904005,6
626417,198418,7
813554,408777,5
327680,324291,7
367317,511847,3
620384,803852,2
341576,879053,8
250295,716161,8
534048,751257,2
386673,821553,2
854750,796623,6
844887,19776,0
383249,271130,7
883418,620394,5
964801,416189,5
902504,390258,5
74399,429715,9
223790,239575,4
552139,814155,2
516846,642578,3
822119,358702,5
709654,167894,0
807477,278000,0
359047,513118,3
989323,555229,5
734375,650304,1
661679,842450,2
72134,360306,9
669352,806694,2
106581,312340,9
513709,915202,2
801957,495907,5
725267,570966,1
239062,924139,8
4986,808315,8
353592,834880,2
839796,454535,5
374671,108680,7
592807,314266,7
880309,355704,5
327136,184438,7
855266,459639,5
154120,306519,9
672925,858988,2
25724,353126,9
998767,287106,0
403714,223334,7
576057,802292,2
127505,976868,8
225842,738540,8
646862,809815,2
561670,1315,7
111739,2849,4
893928,255271,0
349886,542663,3
542610,659326,1
304556,687893,3
434005,323590,7
589821,134435,7
462490,70127,7
629891,585425,1
253674,504712,3
696317,16186,0
52367,132880,4
315584,25240,4
210313,743236,8
574919,671006,2
608211,212948,7
31110,873539,8
579454,892040,2
521551,712622,2
41863,596998,9
751981,550487,1
35726,446954,9
959509,480178,5
357800,549171,3
923869,471037,5
731501,345154,1
16405,722120,8
675589,628740,1
237498,636867,3
829868,607283,5
621287,975722,2
973083,621237,5
132736,906385,8
616378,468377,1
14476,303459,9
245720,816957,8
608290,539205,1
424689,751438,2
430810,628092,3
345266,893285,2
456783,165931,7
810127,812538,6
334136,834506,8
549359,88853,7
352562,523797,3
458504,87214,7
817071,518386,5
520241,704018,2
443985,70005,7
588148,7255,7
937220,858295,6
379421,943657,2
52889,905543,8
469229,342547,7
188338,400091,9
335425,498812,3
536861,26511,7
579792,570720,1
104485,89116,4
780534,447421,5
815274,324253,0
733585,370990,1
235025,68069,4
47294,877899,8
859542,324578,0
186882,928701,8
689450,600241,1
266814,354545,9
842451,76321,0
733023,918199,6
184514,137053,4
455505,682579,3
107825,225534,4
556607,898878,2
458725,805522,2
420218,606961,3
197918,418513,9
953410,967169,6
215132,729668,8
532081,695311,2
97791,579595,9
262600,528353,3
31083,414922,9
596607,175765,7
82470,85277,4
252503,829532,8
958437,460401,5
966716,608715,5
679522,741861,2
466695,750819,2
22240,788280,8
625487,571436,1
128128,461503,9
481417,186445,7
589343,103250,7
330431,556650,3
624015,829410,2
905440,730891,6
89809,423409,9
243339,806022,8
817059,316019,0
347653,17202,7
127524,307548,9
960467,574613,5
532236,291130,7
25211,730439,8
503756,634589,3
538167,985049,2
730439,490467,1
283424,520330,3
197125,91670,4
697768,401666,1
808041,751828,6
983132,511241,5
432666,828883,2
48384,205276,4
80313,821012,8
757363,8609,0
707157,189128,0
680946,675023,1
127441,915777,8
464064,524562,3
320625,760533,8
294147,739293,8
312291,675442,3
165789,427107,9
397577,92002,7
290437,384309,9
82044,925550,8
721616,213077,0
186101,803504,8
504920,205865,7
980372,124577,0
776937,996788,6
17328,239384,4
332762,745003,8
267561,910812,8
19009,497406,9
906774,166610,0
230936,355255,9
779472,588468,5
394199,317563,7
290800,475775,3
362539,193552,7
44196,805903,8
813759,851464,6
564542,260234,7
763298,762542,6
44144,930766,8
389826,819942,2
765440,760514,6
966042,280601,0
70368,685962,8
964895,1139,0
146132,46477,4
147215,254032,4
524450,432983,1
161411,846487,8
913975,182299,0
909292,474804,5
46046,897454,8
512430,424367,1
349529,550215,3
478212,309860,7
823446,666155,5
77972,484115,9
526598,538193,1
414083,500447,3
18624,25006,4
287518,320761,4
30486,382682,9
751338,737903,6
952214,869233,6
200549,641193,8
542255,683283,2
943362,87182,0
283571,981982,8
172243,900475,8
299713,279151,4
697794,836100,6
339123,647658,3
193305,887822,8
638140,228485,7
149953,269467,4
948273,637831,5
40760,64007,4
770440,791028,6
808978,506184,5
446060,935134,2
809826,753518,6
387116,265002,7
893533,617219,5
601806,554563,1
553467,135407,7
786284,90982,0
141422,887534,8
789736,94881,0
675275,347341,1
775765,297738,0
89194,87366,4
364210,280764,7
805982,141354,0
738005,650951,1
540762,602548,1
28278,269437,4
431553,118445,7
710573,606347,1
879124,448669,5
782282,820982,6
259457,706066,8
852164,326385,0
562070,710548,2
196002,221354,4
306021,297215,4
301958,10359,4
109793,296194,9
136531,678842,8
313124,676199,3
877292,655694,5
250228,591121,3
977002,486192,5
430209,531175,3
471716,133042,7
41837,161437,4
279457,847490,8
779934,351890,5
223913,306152,4
499712,666297,3
460131,429919,3
652146,630747,1
974738,421745,5
270729,152068,4
810341,405655,5
858824,260347,0
659526,658617,1
390842,895279,2
965477,784319,6
64369,856170,8
654323,218280,7
638217,520501,1
65709,374082,9
205302,517220,9
918035,424475,5
152224,438185,9
585705,946647,2
297843,849297,8
146692,467539,9
943533,961072,6
748604,789923,6
252586,226657,4
426687,344493,7
895017,552102,5
178670,911525,8
1627,348707,9
724558,661643,1
239147,350197,9
768439,165283,0
911430,418744,5
831055,548144,5
672461,65380,0
854762,994810,6
776296,213350,0
780540,535883,5
586894,931210,2
856026,239074,0
130708,813366,8
255189,965174,8
693344,48560,0
150135,330008,9
458016,877102,2
468099,356033,7
855049,823421,6
250833,762169,8
776482,340047,0
179205,906942,8
983798,704694,6
802638,939609,6
16014,161869,4
544660,113148,7
689317,352054,1
984868,680902,5
922855,425236,5
955076,975835,6
863676,810105,6
443603,642803,3
599618,782140,2
441281,616519,3
840588,775751,6
54643,393956,9
230453,232462,4
997603,714695,6
888529,521034,5
25289,44722,4
644519,436345,1
654821,587228,1
546599,692868,2
35328,765762,8
175141,595542,9
289130,412239,3
502562,564201,3
536599,627309,1
189077,819114,8
865331,624967,5
821899,668647,6
957923,814533,6
856777,853233,6
292285,447019,3
63966,92841,4
380868,255788,7
36412,991412,8
667741,733999,2
325196,583595,3
488764,667166,3
67141,453105,9
335806,898567,8
222368,343760,9
589718,397795,1
753452,271553,0
218,666513,8
86064,492552,9
331103,860917,8
437529,555893,3
900287,138799,0
797276,820266,6
220819,307277,4
411484,813708,2
5974,405751,9
461672,330896,7
385117,664285,3
653832,955598,2
749923,957199,6
647581,895951,2
263295,210696,4
172066,923309,8
62027,503377,9
270310,113454,4
826725,781561,6
697279,176449,0
591138,271203,7
123186,389876,9
648284,724937,2
27815,496005,9
365009,710649,3
888142,6528,0
732732,42238,0
906359,176035,0
626265,636628,1
812437,629874,5
297298,690003,3
894775,491711,5
190341,69922,4
185334,911032,8
728059,491349,1
114253,261181,4
681789,835962,2
22854,118492,4
508964,170729,7
444857,724577,2
966472,504457,5
421891,732427,2
916412,152779,0
759500,932912,6
463855,26065,7
87796,603038,9
264076,325429,9
490573,73370,7
133243,423548,9
587391,294335,7
900293,241081,0
864629,826222,6
319393,42303,4
989090,639798,5
88958,130479,4
963129,319547,5
637683,550394,1
476744,645707,3
401749,208499,7
255176,755091,8
824497,334896,0
604644,259054,7
936577,58469,0
702505,2611,0
893644,477155,5
557158,159383,7
757319,269378,0
436915,244025,7
341386,678381,3
556456,363597,1
976096,261845,0
837832,455306,5
340140,738492,3
838163,10166,0
863728,683183,6
273097,950126,8
773734,164077,0
652271,725725,2
272943,365600,9
655343,351713,1
243255,402613,9
723965,680854,6
123297,261724,4
