x,y,cluster_id
242578,13469,8
383138,414652,2
67768,993126,3
484308,765337,4
31833,30935,8
932640,887879,6
591329,478778,2
833354,186335,1
735652,115053,1
698658,355604,5
638300,908210,4
294000,264971,9
377493,541620,2
9281,999465,3
12901,842497,3
852470,467010,5
53607,976747,3
196754,856972,3
144213,800662,3
729397,985790,6
183405,499760,9
469862,970991,4
450770,95791,0
974081,390235,5
680670,26669,1
231241,468739,9
97960,415410,9
796294,316402,1
778534,828493,6
487140,369048,2
602845,24264,0
811111,355792,5
806109,274877,1
859817,951019,6
777276,680837,6
835185,961129,6
705424,73751,1
536857,957185,4
418065,418776,2
381617,836927,4
240062,726211,7
431612,116690,0
223913,309587,9
244801,377033,9
807539,314736,1
775229,283334,1
996348,632867,5
600910,509480,2
834128,199442,1
35980,730005,7
197911,293197,9
770346,214750,1
309220,60662,8
557590,416916,2
115944,685545,7
959950,893088,6
136133,997800,3
27973,148064,8
522975,641339,2
989146,578132,5
680530,674978,2
362046,914709,4
530369,917610,4
283108,208988,8
471815,806578,4
161689,514298,7
813117,64168,1
479624,43309,0
902915,294501,1
685730,66033,1
821219,242774,1
310257,492554,9
356179,307990,0
396981,70916,0
886516,684032,6
528226,902819,4
686503,63316,1
152140,23765,8
418942,174793,0
752751,490316,5
747743,329274,5
117577,118127,8
374985,376969,2
728744,14480,1
382012,490499,2
827576,79664,1
923967,118042,1
938251,195973,1
726117,857863,6
103637,838910,3
565110,810400,4
406969,934977,4
160874,816054,3
431739,248100,0
830522,596218,5
645779,608168,2
495466,304382,0
755627,828610,6
455550,438144,2
897430,118944,1
98993,780745,3
997533,539816,5
698849,561277,5
384785,92576,0
929386,192648,1
841254,969376,6
318446,127999,8
288386,909935,3
279052,41813,8
755507,809000,6
866244,973541,6
313587,467795,9
243042,823442,3
599615,743697,4
327666,83176,8
951140,823081,6
527120,310801,0
646964,528517,2
786098,952490,6
515310,819254,4
207082,441170,9
757169,750570,6
841330,249551,1
217528,1761,8
607765,712493,4
871078,223776,1
14974,680695,7
452619,175360,0
288399,131390,8
272306,650010,7
719640,990750,6
535380,148002,0
469616,838895,4
313226,398227,9
5279,739131,7
580105,833601,4
347811,666053,7
354997,440055,2
14917,711650,7
706767,635577,5
146365,957588,3
183773,679719,7
48126,868372,3
730391,687771,6
373259,371670,9
663645,885499,4
586741,364693,2
406085,74556,0
75646,387667,9
531298,530090,2
229012,19601,8
439383,726733,4
208291,749221,7
166750,575130,7
211249,463602,9
769233,500985,5
67848,329471,9
430095,618497,2
83209,503956,9
994746,709053,6
62870,660778,7
710643,782564,6
561766,616936,2
851959,876326,6
416611,994392,4
