x,y,cluster_id
242578,13469,64
383138,414652,20
67768,993126,47
484308,765337,83
31833,30935,37
932640,887879,52
591329,478778,71
833354,186335,57
735652,115053,74
698658,355604,9
638300,908210,55
294000,264971,5
377493,541620,50
9281,999465,47
12901,842497,41
852470,467010,51
53607,976747,47
196754,856972,1
144213,800662,28
729397,985790,34
183405,499760,13
469862,970991,29
450770,95791,66
974081,390235,15
680670,26669,61
231241,468739,13
97960,415410,79
796294,316402,54
778534,828493,2
487140,369048,11
602845,24264,31
811111,355792,54
806109,274877,7
859817,951019,30
777276,680837,84
835185,961129,30
705424,73751,61
536857,957185,29
418065,418776,20
381617,836927,97
240062,726211,75
431612,116690,62
223913,309587,53
244801,377033,25
807539,314736,54
775229,283334,99
996348,632867,12
600910,509480,0
834128,199442,7
35980,730005,94
197911,293197,91
770346,214750,7
309220,60662,64
557590,416916,92
115944,685545,27
959950,893088,52
136133,997800,24
27973,148064,10
522975,641339,86
989146,578132,12
680530,674978,93
362046,914709,97
530369,917610,29
283108,208988,5
471815,806578,88
161689,514298,58
813117,64168,76
479624,43309,36
902915,294501,40
685730,66033,61
821219,242774,7
310257,492554,50
356179,307990,39
396981,70916,38
886516,684032,48
528226,902819,32
686503,63316,61
152140,23765,49
418942,174793,62
752751,490316,56
747743,329274,99
117577,118127,96
374985,376969,20
728744,14480,61
382012,490499,50
827576,79664,76
923967,118042,60
938251,195973,19
726117,857863,90
103637,838910,28
565110,810400,32
406969,934977,97
160874,816054,28
431739,248100,78
830522,596218,33
645779,608168,93
495466,304382,11
755627,828610,90
455550,438144,6
897430,118944,60
98993,780745,72
997533,539816,12
698849,561277,0
384785,92576,38
929386,192648,19
841254,969376,30
318446,127999,82
288386,909935,59
279052,41813,64
755507,809000,90
866244,973541,30
313587,467795,42
243042,823442,1
599615,743697,81
327666,83176,38
951140,823081,52
527120,310801,11
646964,528517,0
786098,952490,30
515310,819254,88
207082,441170,13
757169,750570,84
841330,249551,7
217528,1761,49
607765,712493,81
871078,223776,7
14974,680695,94
452619,175360,62
288399,131390,23
272306,650010,8
719640,990750,34
535380,148002,87
469616,838895,88
313226,398227,42
5279,739131,94
580105,833601,32
347811,666053,46
354997,440055,42
14917,711650,94
706767,635577,93
146365,957588,24
183773,679719,27
48126,868372,41
730391,687771,84
373259,371670,20
663645,885499,90
586741,364693,45
406085,74556,38
75646,387667,79
531298,530090,77
229012,19601,43
439383,726733,83
208291,749221,75
166750,575130,58
211249,463602,13
769233,500985,56
67848,329471,80
430095,618497,14
83209,503956,95
994746,709053,48
62870,660778,94
710643,782564,90
561766,616936,86
851959,876326,2
416611,994392,29
751597,103922,74
622708,854272,32
763144,172256,57
113940,992884,47
414314,380142,20
62500,450930,68
789565,228458,7
697292,386877,9
247648,231501,5
849283,902588,30
803927,613533,33
663457,738469,81
452902,931007,29
436138,171789,62
273068,465220,42
955457,369525,15
607397,533230,0
999677,575269,12
555215,505000,77
540809,380896,92
724384,729940,84
104473,885740,41
639572,287519,45
332946,834822,4
860169,869593,2
256492,871667,4
117700,192914,96
305697,859094,4
796018,674653,84
900226,112347,60
221747,915444,24
880066,285789,7
257319,771158,75
861762,644236,33
684291,882927,90
369671,66247,38
417820,301777,85
980466,702029,48
7364,783108,72
703318,672688,93
870522,869668,2
524434,177186,87
980344,642136,12
393063,217912,44
447246,868568,88
31640,773725,72
9819,42467,37
744825,278843,99
523351,969780,29
102327,819686,28
470454,926986,29
854907,426604,51
934752,387852,15
632230,906357,55
147351,540271,58
343122,859703,97
37949,811880,72
271485,855588,4
870383,540877,51
534808,524330,77
423039,21274,36
554457,763045,73
498689,467937,6
617602,46054,31
32396,486973,68
571333,395104,92
522923,772502,73
453133,808894,88
94785,52884,37
826935,303685,54
42690,506413,68
285958,109358,23
982686,19644,70
173411,524345,58
675854,86444,61
873180,538256,51
478759,506532,6
299840,413003,42
344194,871591,97
838942,102171,57
196498,555389,58
424329,714240,83
233338,727393,75
302701,508484,50
92123,325340,18
998452,999447,65
711751,399947,9
915277,68584,70
703078,646216,93
966967,821532,52
497813,752719,73
952957,363209,15
467852,199519,62
319607,637251,46
293620,877284,4
523256,367777,11
237859,699470,75
999000,202858,19
442180,722977,83
79262,168652,10
539282,715609,73
251904,750679,75
674102,637241,93
116274,231005,96
506655,355788,11
732259,84308,61
967997,128374,60
585623,581955,86
922186,193661,19
864539,311585,54
811253,744298,84
429059,196341,62
917628,585903,12
274474,86126,23
521532,393337,92
826258,922274,30
661199,778269,81
376760,214791,44
994520,904005,65
626417,198418,98
813554,408777,54
327680,324291,39
367317,511847,50
620384,803852,81
341576,879053,97
250295,716161,75
534048,751257,73
386673,821553,35
854750,796623,2
844887,19776,76
383249,271130,39
883418,620394,33
964801,416189,15
902504,390258,15
74399,429715,79
223790,239575,91
552139,814155,32
516846,642578,86
822119,358702,54
709654,167894,74
807477,278000,7
359047,513118,50
989323,555229,12
734375,650304,93
661679,842450,90
72134,360306,80
669352,806694,90
106581,312340,18
513709,915202,29
801957,495907,51
725267,570966,16
239062,924139,59
4986,808315,72
353592,834880,97
839796,454535,51
374671,108680,38
592807,314266,45
880309,355704,54
327136,184438,82
855266,459639,51
154120,306519,18
672925,858988,90
25724,353126,80
998767,287106,40
403714,223334,44
576057,802292,32
127505,976868,24
225842,738540,75
646862,809815,81
561670,1315,31
111739,2849,49
893928,255271,40
349886,542663,50
542610,659326,86
304556,687893,46
434005,323590,85
589821,134435,17
462490,70127,66
629891,585425,0
253674,504712,13
696317,16186,61
52367,132880,10
315584,25240,64
210313,743236,75
574919,671006,86
608211,212948,98
31110,873539,41
579454,892040,32
521551,712622,73
41863,596998,69
751981,550487,16
35726,446954,68
959509,480178,3
357800,549171,50
923869,471037,3
731501,345154,9
16405,722120,94
675589,628740,93
237498,636867,8
829868,607283,33
621287,975722,55
973083,621237,12
132736,906385,24
616378,468377,71
14476,303459,67
245720,816957,1
608290,539205,0
424689,751438,35
430810,628092,14
345266,893285,97
456783,165931,62
810127,812538,2
334136,834506,4
549359,88853,31
352562,523797,50
458504,87214,66
817071,518386,51
520241,704018,73
443985,70005,66
588148,7255,31
937220,858295,52
379421,943657,97
52889,905543,41
469229,342547,11
188338,400091,25
335425,498812,50
536861,26511,31
579792,570720,77
104485,89116,37
780534,447421,56
815274,324253,54
733585,370990,9
235025,68069,43
47294,877899,41
859542,324578,54
186882,928701,24
689450,600241,93
266814,354545,53
842451,76321,76
733023,918199,34
184514,137053,43
455505,682579,83
107825,225534,96
556607,898878,32
458725,805522,88
420218,606961,14
197918,418513,13
953410,967169,65
215132,729668,75
532081,695311,73
97791,579595,69
262600,528353,22
31083,414922,80
596607,175765,98
82470,85277,37
252503,829532,1
958437,460401,3
966716,608715,12
679522,741861,81
466695,750819,83
22240,788280,72
625487,571436,0
128128,461503,95
481417,186445,87
589343,103250,17
330431,556650,50
624015,829410,32
905440,730891,48
89809,423409,79
243339,806022,1
817059,316019,54
347653,17202,64
127524,307548,18
960467,574613,12
532236,291130,21
25211,730439,94
503756,634589,14
538167,985049,29
730439,490467,56
283424,520330,22
197125,91670,43
697768,401666,9
808041,751828,84
983132,511241,3
432666,828883,88
48384,205276,10
80313,821012,72
757363,8609,61
707157,189128,74
680946,675023,93
127441,915777,24
464064,524562,89
320625,760533,26
294147,739293,26
312291,675442,46
165789,427107,79
397577,92002,38
290437,384309,42
82044,925550,47
721616,213077,74
186101,803504,63
504920,205865,87
980372,124577,60
776937,996788,30
17328,239384,67
332762,745003,26
267561,910812,59
19009,497406,68
906774,166610,19
230936,355255,25
779472,588468,16
394199,317563,85
290800,475775,42
362539,193552,44
44196,805903,72
813759,851464,2
564542,260234,21
763298,762542,84
44144,930766,47
389826,819942,35
765440,760514,84
966042,280601,40
70368,685962,94
964895,1139,70
146132,46477,49
147215,254032,91
524450,432983,92
161411,846487,28
913975,182299,19
909292,474804,3
46046,897454,41
512430,424367,92
349529,550215,50
478212,309860,11
823446,666155,33
77972,484115,68
526598,538193,77
414083,500447,6
18624,25006,37
287518,320761,53
30486,382682,80
751338,737903,84
952214,869233,52
200549,641193,8
542255,683283,86
943362,87182,60
283571,981982,59
172243,900475,24
299713,279151,53
697794,836100,90
339123,647658,46
193305,887822,24
638140,228485,98
149953,269467,18
948273,637831,12
40760,64007,37
770440,791028,84
808978,506184,51
446060,935134,29
809826,753518,84
387116,265002,39
893533,617219,33
601806,554563,0
553467,135407,87
786284,90982,76
141422,887534,24
789736,94881,57
675275,347341,9
775765,297738,99
89194,87366,37
364210,280764,39
805982,141354,57
738005,650951,93
540762,602548,86
28278,269437,67
431553,118445,62
710573,606347,93
879124,448669,51
782282,820982,2
259457,706066,75
852164,326385,54
562070,710548,73
196002,221354,91
306021,297215,53
301958,10359,64
109793,296194,18
136531,678842,27
313124,676199,46
877292,655694,33
250228,591121,22
977002,486192,3
430209,531175,89
471716,133042,66
41837,161437,10
279457,847490,4
779934,351890,54
223913,306152,53
499712,666297,14
460131,429919,6
652146,630747,93
974738,421745,15
270729,152068,23
810341,405655,54
858824,260347,7
659526,658617,93
390842,895279,97
965477,784319,52
64369,856170,41
654323,218280,98
638217,520501,0
65709,374082,80
205302,517220,58
918035,424475,15
152224,438185,79
585705,946647,55
297843,849297,4
146692,467539,95
943533,961072,65
748604,789923,90
252586,226657,5
426687,344493,85
895017,552102,33
178670,911525,24
1627,348707,80
724558,661643,93
239147,350197,25
768439,165283,57
911430,418744,15
831055,548144,51
672461,65380,61
854762,994810,30
776296,213350,7
780540,535883,16
586894,931210,55
856026,239074,7
130708,813366,28
255189,965174,59
693344,48560,61
150135,330008,18
458016,877102,88
468099,356033,11
855049,823421,2
250833,762169,75
776482,340047,54
179205,906942,24
983798,704694,48
802638,939609,30
16014,161869,10
544660,113148,87
689317,352054,9
984868,680902,48
922855,425236,15
955076,975835,65
863676,810105,2
443603,642803,14
599618,782140,81
441281,616519,14
840588,775751,2
54643,393956,80
230453,232462,91
997603,714695,48
888529,521034,51
25289,44722,37
644519,436345,71
654821,587228,0
546599,692868,73
35328,765762,72
175141,595542,58
289130,412239,42
502562,564201,77
536599,627309,86
189077,819114,1
865331,624967,33
821899,668647,33
957923,814533,52
856777,853233,2
292285,447019,42
63966,92841,37
380868,255788,39
36412,991412,47
667741,733999,81
325196,583595,50
488764,667166,14
67141,453105,68
